zone,track_id,class_id,class_name,dwell_frames,dwell_seconds
rack_buffer_area,2841,0,person,162,27.0
rack_buffer_area,2866,0,person,29,4.833
rack_buffer_area,2871,0,person,4,0.667
rack_buffer_area,2884,0,person,12,2.0
rack_buffer_area,2886,0,person,4,0.667
rack_buffer_area,2892,0,person,2,0.333
rack_buffer_area,2910,0,person,23,3.833
rack_buffer_area,2914,0,person,3,0.5
rack_buffer_area,2920,0,person,64,10.667
rack_buffer_area,2960,0,person,1,0.167
rack_buffer_area,2962,0,person,16,2.667
rack_buffer_area,2963,0,person,1,0.167
rack_buffer_area,2993,0,person,716,119.333
rack_buffer_area,3004,0,person,111,18.5
rack_buffer_area,3005,0,person,2,0.333
rack_buffer_area,3011,0,person,53,8.833
rack_buffer_area,3014,0,person,450,75.0
rack_buffer_area,3020,0,person,417,69.5
rack_buffer_area,3027,0,person,1,0.167
rack_buffer_area,3041,0,person,5,0.833
rack_buffer_area,3046,0,person,32,5.333
rack_buffer_area,3049,0,person,9,1.5
rack_buffer_area,3060,0,person,3,0.5
rack_buffer_area,3064,0,person,3,0.5
rack_buffer_area,3070,0,person,2,0.333
rack_buffer_area,3072,0,person,5,0.833
rack_buffer_area,3083,0,person,14,2.333
rack_buffer_area,3087,0,person,50,8.333
rack_buffer_area,3099,0,person,4,0.667
rack_buffer_area,3118,0,person,209,34.833
rack_buffer_area,3126,0,person,3,0.5
rack_buffer_area,3128,0,person,7,1.167
right_loading_area,2,1,vat,758,126.333
right_loading_area,140,0,person,14,2.333
right_loading_area,202,0,person,4,0.667
right_loading_area,208,0,person,5,0.833
right_loading_area,210,0,person,5,0.833
right_loading_area,227,0,person,30,5.0
right_loading_area,256,0,person,1,0.167
right_loading_area,265,0,person,3,0.5
right_loading_area,372,0,person,13,2.167
right_loading_area,382,0,person,11,1.833
right_loading_area,402,0,person,10,1.667
right_loading_area,406,0,person,7,1.167
right_loading_area,423,0,person,26,4.333
right_loading_area,427,0,person,14,2.333
right_loading_area,427,1,vat,1,0.167
right_loading_area,444,0,person,6,1.0
right_loading_area,444,1,vat,1,0.167
right_loading_area,465,0,person,44,7.333
right_loading_area,505,0,person,15,2.5
right_loading_area,513,0,person,23,3.833
right_loading_area,520,0,person,32,5.333
right_loading_area,532,0,person,16,2.667
right_loading_area,539,0,person,1,0.167
right_loading_area,543,0,person,1,0.167
right_loading_area,582,0,person,9,1.5
right_loading_area,620,0,person,2,0.333
right_loading_area,639,0,person,5,0.833
right_loading_area,641,0,person,5,0.833
right_loading_area,726,0,person,1,0.167
right_loading_area,735,0,person,4,0.667
right_loading_area,738,0,person,4,0.667
right_loading_area,742,1,vat,79,13.167
right_loading_area,765,1,vat,60,10.0
right_loading_area,783,0,person,1,0.167
right_loading_area,783,1,vat,69,11.5
right_loading_area,793,0,person,1,0.167
right_loading_area,810,1,vat,173,28.833
right_loading_area,815,0,person,1,0.167
right_loading_area,817,0,person,1,0.167
right_loading_area,818,0,person,13,2.167
right_loading_area,843,0,person,4,0.667
right_loading_area,853,0,person,2,0.333
right_loading_area,867,0,person,15,2.5
right_loading_area,870,0,person,2,0.333
right_loading_area,870,1,vat,13,2.167
right_loading_area,888,1,vat,6,1.0
right_loading_area,893,0,person,1,0.167
right_loading_area,917,0,person,20,3.333
right_loading_area,919,1,vat,7,1.167
right_loading_area,951,1,vat,43,7.167
right_loading_area,990,1,vat,139,23.167
right_loading_area,1182,1,vat,59,9.833
right_loading_area,1209,1,vat,47,7.833
right_loading_area,1241,1,vat,20,3.333
right_loading_area,1246,1,vat,36,6.0
right_loading_area,1251,0,person,5,0.833
right_loading_area,1253,0,person,1,0.167
right_loading_area,1262,0,person,1,0.167
right_loading_area,1273,0,person,5,0.833
right_loading_area,1277,0,person,2,0.333
right_loading_area,1278,1,vat,18,3.0
right_loading_area,1283,1,vat,63,10.5
right_loading_area,1294,0,person,24,4.0
right_loading_area,1297,1,vat,147,24.5
right_loading_area,1298,0,person,18,3.0
right_loading_area,1302,0,person,2,0.333
right_loading_area,1307,1,vat,58,9.667
right_loading_area,1327,1,vat,9,1.5
right_loading_area,1332,1,vat,21,3.5
right_loading_area,1348,1,vat,124,20.667
right_loading_area,1358,1,vat,60,10.0
right_loading_area,1360,0,person,23,3.833
right_loading_area,1379,0,person,4,0.667
right_loading_area,1397,0,person,9,1.5
right_loading_area,1400,0,person,2,0.333
right_loading_area,1409,0,person,28,4.667
right_loading_area,1423,0,person,17,2.833
right_loading_area,1425,0,person,9,1.5
right_loading_area,1425,1,vat,677,112.833
right_loading_area,1433,0,person,7,1.167
right_loading_area,1439,0,person,15,2.5
right_loading_area,1466,0,person,1,0.167
right_loading_area,1469,0,person,5,0.833
right_loading_area,1486,0,person,18,3.0
right_loading_area,1496,0,person,6,1.0
right_loading_area,1515,1,vat,273,45.5
right_loading_area,1518,0,person,4,0.667
right_loading_area,1561,0,person,17,2.833
right_loading_area,1567,0,person,20,3.333
right_loading_area,1569,1,vat,255,42.5
right_loading_area,1572,0,person,1,0.167
right_loading_area,1598,0,person,22,3.667
right_loading_area,1606,0,person,4,0.667
right_loading_area,1621,0,person,14,2.333
right_loading_area,1629,0,person,163,27.167
right_loading_area,1629,1,vat,107,17.833
right_loading_area,1634,0,person,11,1.833
right_loading_area,1652,0,person,16,2.667
right_loading_area,1656,0,person,109,18.167
right_loading_area,1673,0,person,8,1.333
right_loading_area,1686,0,person,90,15.0
right_loading_area,1689,1,vat,8,1.333
right_loading_area,1691,0,person,4,0.667
right_loading_area,1708,0,person,4,0.667
right_loading_area,1722,0,person,16,2.667
right_loading_area,1722,1,vat,10,1.667
right_loading_area,1726,0,person,1,0.167
right_loading_area,1727,0,person,33,5.5
right_loading_area,1877,0,person,1,0.167
right_loading_area,1884,0,person,1,0.167
right_loading_area,1904,0,person,4,0.667
right_loading_area,1929,0,person,4,0.667
right_loading_area,1937,0,person,4,0.667
right_loading_area,1965,0,person,1,0.167
right_loading_area,1975,0,person,36,6.0
right_loading_area,1999,0,person,80,13.333
right_loading_area,2013,0,person,2,0.333
right_loading_area,2022,0,person,5,0.833
right_loading_area,2034,0,person,20,3.333
right_loading_area,2040,0,person,4,0.667
right_loading_area,2048,0,person,1,0.167
right_loading_area,2058,0,person,19,3.167
right_loading_area,2060,0,person,38,6.333
right_loading_area,2065,0,person,18,3.0
right_loading_area,2075,0,person,12,2.0
right_loading_area,2076,0,person,2,0.333
right_loading_area,2077,0,person,245,40.833
right_loading_area,2100,0,person,9,1.5
right_loading_area,2110,0,person,808,134.667
right_loading_area,2131,0,person,7,1.167
right_loading_area,2154,0,person,127,21.167
right_loading_area,2179,0,person,4,0.667
right_loading_area,2270,0,person,3,0.5
right_loading_area,2346,0,person,6,1.0
right_loading_area,2386,0,person,19,3.167
right_loading_area,2424,0,person,2,0.333
right_loading_area,2429,0,person,2,0.333
right_loading_area,2608,0,person,4,0.667
right_loading_area,2628,0,person,23,3.833
right_loading_area,2631,0,person,3,0.5
right_loading_area,2666,0,person,1,0.167
right_loading_area,2917,0,person,2,0.333
right_loading_area,2927,0,person,8,1.333
right_loading_area,2947,0,person,1,0.167
right_loading_area,2970,0,person,1,0.167
right_loading_area,2972,0,person,1,0.167
right_loading_area,2973,0,person,6,1.0
right_loading_area,2974,0,person,2,0.333
right_loading_area,2999,0,person,7,1.167
right_loading_area,3114,0,person,179,29.833
