frame_id,relative_frame,timestamp_seconds,timestamp_hms,left_transit_lane_total,left_transit_lane_person,left_transit_lane_vat,rack_buffer_area_total,rack_buffer_area_person,rack_buffer_area_vat,machine_service_area_total,machine_service_area_person,machine_service_area_vat,front_vat_staging_total,front_vat_staging_person,front_vat_staging_vat,right_loading_area_total,right_loading_area_person,right_loading_area_vat
5505,5505,917.333,00:15:17,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5506,5506,917.5,00:15:17,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5507,5507,917.667,00:15:17,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5508,5508,917.833,00:15:17,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5509,5509,918.0,00:15:18,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5510,5510,918.167,00:15:18,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5511,5511,918.333,00:15:18,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5512,5512,918.5,00:15:18,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5513,5513,918.667,00:15:18,0,0,0,0,0,0,2,1,1,0,0,0,1,0,1
5514,5514,918.833,00:15:18,0,0,0,0,0,0,2,1,1,0,0,0,1,0,1
5515,5515,919.0,00:15:19,0,0,0,0,0,0,2,1,1,0,0,0,1,0,1
5516,5516,919.167,00:15:19,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5517,5517,919.333,00:15:19,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5518,5518,919.5,00:15:19,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5519,5519,919.667,00:15:19,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5520,5520,919.833,00:15:19,0,0,0,0,0,0,2,1,1,0,0,0,1,0,1
5521,5521,920.0,00:15:20,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5522,5522,920.167,00:15:20,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5523,5523,920.333,00:15:20,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5524,5524,920.5,00:15:20,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5525,5525,920.667,00:15:20,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5526,5526,920.833,00:15:20,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5527,5527,921.0,00:15:21,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5528,5528,921.167,00:15:21,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5529,5529,921.333,00:15:21,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5530,5530,921.5,00:15:21,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5531,5531,921.667,00:15:21,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5532,5532,921.833,00:15:21,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5533,5533,922.0,00:15:22,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5534,5534,922.167,00:15:22,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5535,5535,922.333,00:15:22,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5536,5536,922.5,00:15:22,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5537,5537,922.667,00:15:22,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5538,5538,922.833,00:15:22,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5539,5539,923.0,00:15:23,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5540,5540,923.167,00:15:23,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5541,5541,923.333,00:15:23,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5542,5542,923.5,00:15:23,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5543,5543,923.667,00:15:23,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5544,5544,923.833,00:15:23,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5545,5545,924.0,00:15:24,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5546,5546,924.167,00:15:24,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5547,5547,924.333,00:15:24,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5548,5548,924.5,00:15:24,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5549,5549,924.667,00:15:24,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5550,5550,924.833,00:15:24,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5551,5551,925.0,00:15:25,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5552,5552,925.167,00:15:25,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5553,5553,925.333,00:15:25,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5554,5554,925.5,00:15:25,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5555,5555,925.667,00:15:25,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5556,5556,925.833,00:15:25,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5557,5557,926.0,00:15:26,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5558,5558,926.167,00:15:26,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5559,5559,926.333,00:15:26,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5560,5560,926.5,00:15:26,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5561,5561,926.667,00:15:26,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5562,5562,926.833,00:15:26,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5563,5563,927.0,00:15:27,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5564,5564,927.167,00:15:27,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0
5565,5565,927.333,00:15:27,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5566,5566,927.5,00:15:27,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5567,5567,927.667,00:15:27,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5568,5568,927.833,00:15:27,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5569,5569,928.0,00:15:28,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5570,5570,928.167,00:15:28,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5571,5571,928.333,00:15:28,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5572,5572,928.5,00:15:28,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0
5573,5573,928.667,00:15:28,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5574,5574,928.833,00:15:28,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0
5575,5575,929.0,00:15:29,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0
5576,5576,929.167,00:15:29,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0
5577,5577,929.333,00:15:29,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5578,5578,929.5,00:15:29,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5579,5579,929.667,00:15:29,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5580,5580,929.833,00:15:29,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5581,5581,930.0,00:15:30,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5582,5582,930.167,00:15:30,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5583,5583,930.333,00:15:30,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5584,5584,930.5,00:15:30,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5585,5585,930.667,00:15:30,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5586,5586,930.833,00:15:30,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5587,5587,931.0,00:15:31,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5588,5588,931.167,00:15:31,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5589,5589,931.333,00:15:31,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5590,5590,931.5,00:15:31,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5591,5591,931.667,00:15:31,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5592,5592,931.833,00:15:31,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5593,5593,932.0,00:15:32,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5594,5594,932.167,00:15:32,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5595,5595,932.333,00:15:32,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5596,5596,932.5,00:15:32,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5597,5597,932.667,00:15:32,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5598,5598,932.833,00:15:32,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5599,5599,933.0,00:15:33,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5600,5600,933.167,00:15:33,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5601,5601,933.333,00:15:33,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5602,5602,933.5,00:15:33,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5603,5603,933.667,00:15:33,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5604,5604,933.833,00:15:33,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5605,5605,934.0,00:15:34,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5606,5606,934.167,00:15:34,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5607,5607,934.333,00:15:34,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5608,5608,934.5,00:15:34,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5609,5609,934.667,00:15:34,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5610,5610,934.833,00:15:34,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5611,5611,935.0,00:15:35,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5612,5612,935.167,00:15:35,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5613,5613,935.333,00:15:35,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5614,5614,935.5,00:15:35,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5615,5615,935.667,00:15:35,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5616,5616,935.833,00:15:35,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5617,5617,936.0,00:15:36,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5618,5618,936.167,00:15:36,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5619,5619,936.333,00:15:36,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5620,5620,936.5,00:15:36,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5621,5621,936.667,00:15:36,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5622,5622,936.833,00:15:36,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5623,5623,937.0,00:15:37,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5624,5624,937.167,00:15:37,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5625,5625,937.333,00:15:37,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5626,5626,937.5,00:15:37,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5627,5627,937.667,00:15:37,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5628,5628,937.833,00:15:37,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5629,5629,938.0,00:15:38,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5630,5630,938.167,00:15:38,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5631,5631,938.333,00:15:38,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5632,5632,938.5,00:15:38,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5633,5633,938.667,00:15:38,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5634,5634,938.833,00:15:38,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5635,5635,939.0,00:15:39,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5636,5636,939.167,00:15:39,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5637,5637,939.333,00:15:39,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5638,5638,939.5,00:15:39,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5639,5639,939.667,00:15:39,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5640,5640,939.833,00:15:39,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5641,5641,940.0,00:15:40,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5642,5642,940.167,00:15:40,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5643,5643,940.333,00:15:40,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5644,5644,940.5,00:15:40,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5645,5645,940.667,00:15:40,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5646,5646,940.833,00:15:40,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5647,5647,941.0,00:15:41,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5648,5648,941.167,00:15:41,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5649,5649,941.333,00:15:41,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5650,5650,941.5,00:15:41,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5651,5651,941.667,00:15:41,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5652,5652,941.833,00:15:41,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5653,5653,942.0,00:15:42,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5654,5654,942.167,00:15:42,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5655,5655,942.333,00:15:42,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5656,5656,942.5,00:15:42,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5657,5657,942.667,00:15:42,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5658,5658,942.833,00:15:42,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5659,5659,943.0,00:15:43,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5660,5660,943.167,00:15:43,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5661,5661,943.333,00:15:43,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5662,5662,943.5,00:15:43,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5663,5663,943.667,00:15:43,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5664,5664,943.833,00:15:43,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5665,5665,944.0,00:15:44,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5666,5666,944.167,00:15:44,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5667,5667,944.333,00:15:44,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5668,5668,944.5,00:15:44,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5669,5669,944.667,00:15:44,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5670,5670,944.833,00:15:44,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5671,5671,945.0,00:15:45,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5672,5672,945.167,00:15:45,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5673,5673,945.333,00:15:45,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5674,5674,945.5,00:15:45,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5675,5675,945.667,00:15:45,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5676,5676,945.833,00:15:45,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5677,5677,946.0,00:15:46,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5678,5678,946.167,00:15:46,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5679,5679,946.333,00:15:46,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5680,5680,946.5,00:15:46,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5681,5681,946.667,00:15:46,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5682,5682,946.833,00:15:46,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5683,5683,947.0,00:15:47,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5684,5684,947.167,00:15:47,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5685,5685,947.333,00:15:47,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5686,5686,947.5,00:15:47,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5687,5687,947.667,00:15:47,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5688,5688,947.833,00:15:47,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5689,5689,948.0,00:15:48,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5690,5690,948.167,00:15:48,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5691,5691,948.333,00:15:48,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5692,5692,948.5,00:15:48,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5693,5693,948.667,00:15:48,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5694,5694,948.833,00:15:48,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5695,5695,949.0,00:15:49,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5696,5696,949.167,00:15:49,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5697,5697,949.333,00:15:49,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5698,5698,949.5,00:15:49,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5699,5699,949.667,00:15:49,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5700,5700,949.833,00:15:49,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5701,5701,950.0,00:15:50,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5702,5702,950.167,00:15:50,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5703,5703,950.333,00:15:50,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5704,5704,950.5,00:15:50,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5705,5705,950.667,00:15:50,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5706,5706,950.833,00:15:50,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5707,5707,951.0,00:15:51,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5708,5708,951.167,00:15:51,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5709,5709,951.333,00:15:51,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5710,5710,951.5,00:15:51,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5711,5711,951.667,00:15:51,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5712,5712,951.833,00:15:51,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5713,5713,952.0,00:15:52,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5714,5714,952.167,00:15:52,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5715,5715,952.333,00:15:52,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5716,5716,952.5,00:15:52,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5717,5717,952.667,00:15:52,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5718,5718,952.833,00:15:52,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5719,5719,953.0,00:15:53,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5720,5720,953.167,00:15:53,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5721,5721,953.333,00:15:53,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5722,5722,953.5,00:15:53,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5723,5723,953.667,00:15:53,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5724,5724,953.833,00:15:53,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5725,5725,954.0,00:15:54,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5726,5726,954.167,00:15:54,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5727,5727,954.333,00:15:54,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5728,5728,954.5,00:15:54,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5729,5729,954.667,00:15:54,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5730,5730,954.833,00:15:54,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5731,5731,955.0,00:15:55,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5732,5732,955.167,00:15:55,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5733,5733,955.333,00:15:55,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5734,5734,955.5,00:15:55,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5735,5735,955.667,00:15:55,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5736,5736,955.833,00:15:55,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5737,5737,956.0,00:15:56,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5738,5738,956.167,00:15:56,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5739,5739,956.333,00:15:56,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5740,5740,956.5,00:15:56,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5741,5741,956.667,00:15:56,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5742,5742,956.833,00:15:56,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5743,5743,957.0,00:15:57,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5744,5744,957.167,00:15:57,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5745,5745,957.333,00:15:57,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5746,5746,957.5,00:15:57,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5747,5747,957.667,00:15:57,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5748,5748,957.833,00:15:57,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5749,5749,958.0,00:15:58,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5750,5750,958.167,00:15:58,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5751,5751,958.333,00:15:58,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5752,5752,958.5,00:15:58,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5753,5753,958.667,00:15:58,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5754,5754,958.833,00:15:58,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5755,5755,959.0,00:15:59,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5756,5756,959.167,00:15:59,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5757,5757,959.333,00:15:59,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5758,5758,959.5,00:15:59,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5759,5759,959.667,00:15:59,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5760,5760,959.833,00:15:59,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5761,5761,960.0,00:16:00,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5762,5762,960.167,00:16:00,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5763,5763,960.333,00:16:00,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5764,5764,960.5,00:16:00,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5765,5765,960.667,00:16:00,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5766,5766,960.833,00:16:00,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5767,5767,961.0,00:16:01,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5768,5768,961.167,00:16:01,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5769,5769,961.333,00:16:01,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5770,5770,961.5,00:16:01,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5771,5771,961.667,00:16:01,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5772,5772,961.833,00:16:01,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5773,5773,962.0,00:16:02,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5774,5774,962.167,00:16:02,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5775,5775,962.333,00:16:02,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5776,5776,962.5,00:16:02,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5777,5777,962.667,00:16:02,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5778,5778,962.833,00:16:02,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5779,5779,963.0,00:16:03,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5780,5780,963.167,00:16:03,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5781,5781,963.333,00:16:03,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5782,5782,963.5,00:16:03,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5783,5783,963.667,00:16:03,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5784,5784,963.833,00:16:03,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5785,5785,964.0,00:16:04,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5786,5786,964.167,00:16:04,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5787,5787,964.333,00:16:04,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5788,5788,964.5,00:16:04,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5789,5789,964.667,00:16:04,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5790,5790,964.833,00:16:04,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5791,5791,965.0,00:16:05,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5792,5792,965.167,00:16:05,0,0,0,0,0,0,2,1,1,0,0,0,1,0,1
5793,5793,965.333,00:16:05,0,0,0,0,0,0,2,1,1,0,0,0,1,0,1
5794,5794,965.5,00:16:05,0,0,0,0,0,0,2,1,1,0,0,0,1,0,1
5795,5795,965.667,00:16:05,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0
5796,5796,965.833,00:16:05,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5797,5797,966.0,00:16:06,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0
5798,5798,966.167,00:16:06,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0
5799,5799,966.333,00:16:06,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5800,5800,966.5,00:16:06,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5801,5801,966.667,00:16:06,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5802,5802,966.833,00:16:06,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0
5803,5803,967.0,00:16:07,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
5804,5804,967.167,00:16:07,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
